q4_results.state,q4_results.city,q4_results.severity,q4_results.accident_count,q4_results.avg_duration_minutes
PA,Osterburg,1,1,75.83
MA,Osterville,1,1,45.22
MI,Otisville,1,5,50.83
IL,Ottawa,1,1,29.62
KS,Overland Park,1,7,51.19
NV,Overton,1,2,68.07
FL,Oviedo,1,8,35.03
OK,Owasso,1,3,44.71
AL,Owens Cross Roads,1,2,49.18
FL,Oxford,1,1,29.7
MA,Oxford,1,2,59.66
MS,Oxford,1,4,52.66
NC,Oxford,1,1,120.0
PA,Oxford,1,2,38.19
CA,Oxnard,1,17,36.66
MD,Oxon Hill,1,9,39.49
NY,Oyster Bay,1,1,45.77
AL,Ozark,1,1,50.03
CA,Pacheco,1,2,32.93
MO,Pacific,1,1,15.0
WA,Pacific,1,2,46.32
CA,Pacifica,1,13,26.85
CA,Pacoima,1,3,55.26
SC,Pacolet,1,8,42.98
TX,Paducah,1,2,29.43
SC,Pageland,1,7,57.96
OH,Painesville,1,4,24.98
IL,Palatine,1,8,46.87
FL,Palatka,1,3,64.95
FL,Palm Bay,1,29,25.85
FL,Palm Beach Gardens,1,14,58.4
FL,Palm City,1,3,51.1
FL,Palm Coast,1,3,75.09
FL,Palm Harbor,1,62,51.49
CA,Palmdale,1,17,46.86
FL,Palmetto,1,50,44.17
GA,Palmetto,1,2,39.98
CA,Palo Alto,1,65,25.36
IL,Palos Heights,1,1,29.58
SC,Pamplico,1,5,53.8
FL,Panama City,1,17,47.97
FL,Panama City Beach,1,6,48.69
PA,Paoli,1,2,41.84
NE,Papillion,1,5,41.1
CA,Paradise,1,2,37.18
PA,Paradise,1,2,54.25
AZ,Paradise Valley,1,23,54.09
UT,Paragonah,1,2,52.33
CA,Paramount,1,1,29.6
NJ,Paramus,1,1,29.85
UT,Park City,1,8,46.72
IL,Park Ridge,1,3,31.76
CO,Parker,1,20,33.86
PA,Parkesburg,1,3,48.78
NC,Parkton,1,1,211.0
MD,Parkville,1,1,34.97
CA,Parlier,1,2,30.1
MI,Parma,1,1,15.0
AL,Parrish,1,1,29.82
FL,Parrish,1,20,56.88
MD,Parsonsburg,1,1,29.32
CA,Pasadena,1,11,41.51
MD,Pasadena,1,5,35.27
TX,Pasadena,1,4,42.7
CA,Paso Robles,1,5,32.98
NJ,Passaic,1,1,34.97
OH,Pataskala,1,4,37.35
NY,Patchogue,1,4,40.61
SC,Patrick,1,2,44.15
FL,Patrick AFB,1,1,30.0
CA,Patterson,1,8,43.73
NY,Patterson,1,2,37.18
AZ,Paulden,1,1,47.42
SC,Pauline,1,5,39.88
CT,Pawcatuck,1,1,29.78
SC,Pawleys Island,1,14,52.01
RI,Pawtucket,1,28,45.15
MN,Paynesville,1,1,29.57
AZ,Payson,1,13,45.28
UT,Payson,1,3,89.78
MA,Peabody,1,11,51.92
PA,Peach Bottom,1,1,164.13
GA,Peachtree City,1,2,36.3
TX,Pearland,1,2,29.87
CA,Pebble Beach,1,2,69.64
NY,Peekskill,1,1,30.0
TN,Pegram,1,2,105.44
IL,Pekin,1,19,51.92
AL,Pelham,1,6,38.08
NC,Pelham,1,1,120.0
NH,Pelham,1,6,44.88
SC,Pelion,1,5,41.72
AL,Pell City,1,2,48.01
SC,Pelzer,1,49,51.1
NJ,Pemberton,1,3,45.08
MA,Pembroke,1,5,48.51
FL,Pembroke Pines,1,5,26.72
GA,Pendergrass,1,1,57.45
IN,Pendleton,1,2,60.28
OR,Pendleton,1,1,29.35
SC,Pendleton,1,24,49.3
NY,Penfield,1,5,104.15
PA,Penfield,1,1,79.22
CA,Penn Valley,1,1,45.35
PA,Penn Valley,1,1,49.83
CA,Penngrove,1,7,39.42
PA,Pennsburg,1,2,53.06
CA,Penryn,1,1,47.68
FL,Pensacola,1,81,44.83
AZ,Peoria,1,115,51.7
IL,Peoria,1,1,29.68
IA,Percival,1,1,44.1
AL,Perdido,1,1,70.58
CA,Perris,1,32,40.26
FL,Perry,1,1,115.45
IA,Perry,1,1,29.72
PA,Perryopolis,1,1,191.1
OH,Perrysburg,1,3,40.37
IL,Peru,1,2,45.79
IN,Peru,1,1,60.0
MS,Petal,1,2,45.69
CA,Petaluma,1,120,29.23
NH,Peterborough,1,1,76.0
NY,Petersburg,1,2,60.0
OH,Petersburg,1,1,41.87
VA,Petersburg,1,9,44.39
WI,Pewaukee,1,1,15.0
NC,Pfafftown,1,1,29.77
TX,Pflugerville,1,41,49.51
CA,Phelan,1,5,41.49
NY,Phelps,1,2,69.98
AL,Phenix City,1,1,75.52
PA,Philadelphia,1,47,36.41
CA,Philo,1,1,29.48
AZ,Phoenix,1,2218,52.32
PA,Phoenixville,1,16,36.09
SC,Pickens,1,39,47.62
OH,Pickerington,1,2,45.81
CA,Pico Rivera,1,1,89.8
SC,Piedmont,1,131,49.01
FL,Pierson,1,1,47.37
MI,Pierson,1,1,63.1
AL,Pike Road,1,4,39.15
MD,Pikesville,1,6,39.76
MN,Pillager,1,1,60.22
NC,Pilot Mountain,1,1,420.0
AZ,Pima,1,1,104.63
AZ,Pine,1,1,30.0
MN,Pine City,1,1,29.53
CA,Pine Grove,1,2,60.22
MN,Pine Island,1,1,29.52
NY,Pine Plains,1,1,44.57
TX,Pinehurst,1,1,59.93
SC,Pineland,1,2,44.69
FL,Pinellas Park,1,46,48.93
AZ,Pinetop-Lakeside,1,1,75.55
FL,Pinetta,1,1,62.0
NC,Pineville,1,13,115.29
SC,Pinewood,1,3,49.62
TN,Piney Flats,1,1,45.78
CA,Pinole,1,26,28.29
CA,Pinon Hills,1,3,60.04
CA,Pioneer,1,1,28.52
CA,Piru,1,1,29.1
NJ,Piscataway,1,1,45.25
CA,Pismo Beach,1,5,32.5
CA,Pittsburg,1,95,29.47
PA,Pittsburgh,1,94,78.11
NY,Pittsford,1,4,98.52
PA,Pittston,1,1,36.58
CA,Pixley,1,2,76.48
CA,Placerville,1,29,28.69
OH,Plain City,1,1,47.3
IL,Plainfield,1,5,32.25
NY,Plainview,1,1,45.17
CT,Plainville,1,1,62.75
MA,Plainville,1,1,64.97
NH,Plaistow,1,1,29.38
TX,Plano,1,27,37.49
FL,Plant City,1,67,49.73
AL,Plantersville,1,1,29.3
CA,Platina,1,1,29.02
MN,Plato,1,2,29.44
MO,Platte City,1,3,34.49
CA,Pleasant Grove,1,3,36.86
UT,Pleasant Grove,1,3,34.79
CA,Pleasant Hill,1,15,37.75
IA,Pleasant Hill,1,2,44.38
WI,Pleasant Prairie,1,2,37.29
NY,Pleasant Valley,1,7,35.62
CA,Pleasanton,1,112,22.89
NY,Pleasantville,1,2,37.34
CA,Plymouth,1,1,30.0
MA,Plymouth,1,10,46.33
MI,Plymouth,1,3,53.94
NH,Plymouth,1,1,45.45
PA,Plymouth Meeting,1,16,42.71
MA,Plympton,1,4,44.83
MA,Pocasset,1,2,45.3
PA,Pocono Lake,1,1,133.42
PA,Pocono Pines,1,1,29.1
CA,Point Reyes Station,1,2,57.51
MD,Point of Rocks,1,1,59.47
OH,Polk,1,1,79.28
FL,Polk City,1,6,52.69
IA,Polk City,1,1,59.87
CA,Pollock Pines,1,8,22.26
SC,Pomaria,1,4,48.51
CA,Pomona,1,18,42.35
NY,Pomona,1,1,49.97
FL,Pomona Park,1,1,126.2
FL,Pompano Beach,1,42,43.95
LA,Ponchatoula,1,4,23.32
FL,Ponte Vedra Beach,1,2,47.48
GA,Pooler,1,3,40.16
MD,Poolesville,1,1,74.68
CA,Pope Valley,1,23,22.84
VA,Poquoson,1,2,29.63
WA,Port Angeles,1,2,29.57
FL,Port Charlotte,1,5,37.91
NY,Port Chester,1,4,24.98
OH,Port Clinton,1,1,28.63
NY,Port Jefferson,1,1,29.83
PA,Port Matilda,1,2,81.56
FL,Port Orange,1,4,19.99
WA,Port Orchard,1,3,29.74
FL,Port Richey,1,20,54.34
VA,Port Royal,1,1,29.42
FL,Port Saint Lucie,1,5,49.89
FL,Port St Lucie,1,3,49.13
WA,Port Townsend,1,1,120.0
GA,Port Wentworth,1,7,55.87
IN,Portage,1,1,59.55
MI,Portage,1,1,28.63
UT,Portage,1,1,44.1
WI,Portage,1,1,98.55
TX,Porter,1,4,37.05
NY,Porter Corners,1,2,60.0
CA,Porter Ranch,1,2,37.16
CA,Porterville,1,6,45.45
OR,Portland,1,807,21.89
CA,Portola Valley,1,6,24.58
NH,Portsmouth,1,1,49.97
VA,Portsmouth,1,1,15.0
IL,Posen,1,2,24.98
ID,Post Falls,1,1,44.08
MD,Potomac,1,2,48.59
PA,Pottstown,1,26,33.95
NY,Poughkeepsie,1,4,56.93
WA,Poulsbo,1,1,44.47
GA,Powder Springs,1,1,58.02
OH,Powell,1,5,39.02
TN,Powell,1,1,60.0
VA,Powhatan,1,2,29.18
CA,Prather,1,2,37.93
AL,Prattville,1,3,50.43
AZ,Prescott,1,3,49.86
AZ,Prescott Valley,1,1,29.3
MD,Preston,1,1,29.6
MN,Preston,1,1,77.35
UT,Price,1,4,46.39
MN,Princeton,1,2,71.38
MN,Prior Lake,1,2,48.58
IL,Prospect Heights,1,1,60.33
SC,Prosperity,1,5,41.67
RI,Providence,1,44,31.96
VA,Providence Forge,1,1,15.0
MA,Provincetown,1,4,57.91
UT,Provo,1,13,52.81
PA,Pulaski,1,1,294.92
FL,Punta Gorda,1,5,29.0
PA,Punxsutawney,1,1,30.7
VA,Purcellville,1,2,22.4
NY,Purchase,1,4,34.99
NY,Putnam Valley,1,4,41.14
WA,Puyallup,1,25,48.27
PA,Quakertown,1,2,39.98
PA,Quarryville,1,4,66.4
AZ,Quartzsite,1,1,29.58
AZ,Queen Creek,1,7,53.56
NY,Queensbury,1,1,44.67
FL,Quincy,1,3,60.18
MA,Quincy,1,21,50.77
AL,Quinton,1,1,48.0
VA,Quinton,1,5,31.15
VA,Radford,1,1,15.0
OH,Radnor,1,2,51.88
PA,Radnor,1,1,44.7
NC,Raeford,1,2,120.0
AL,Ragland,1,1,29.72
OR,Rainier,1,6,19.99
NC,Raleigh,1,1084,52.96
CA,Rancho Cordova,1,22,29.47
CA,Rancho Cucamonga,1,7,36.17
CA,Rancho Santa Fe,1,1,37.12
CA,Rancho Santa Margarita,1,3,56.12
NC,Randleman,1,1,120.0
MA,Randolph,1,6,42.48
MN,Randolph,1,2,70.1
NY,Ransomville,1,2,37.59
SC,Ravenel,1,4,52.12
OH,Ravenna,1,7,33.4
MN,Raymond,1,9,43.56
MO,Raymore,1,1,59.17
LA,Rayne,1,2,44.58
MA,Raynham,1,13,27.28
MA,Reading,1,6,63.52
PA,Reading,1,9,90.7
TN,Reagan,1,1,29.1
CA,Red Bluff,1,3,34.77
NY,Red Hook,1,6,55.83
PA,Red Lion,1,3,50.56
FL,Reddick,1,3,50.82
CA,Redding,1,2,37.45
MI,Redford,1,3,45.1
CA,Redlands,1,13,40.47
WA,Redmond,1,4,26.25
CA,Redondo Beach,1,1,29.78
CA,Redway,1,1,44.75
CA,Redwood City,1,77,32.09
CA,Reedley,1,4,57.53
OR,Reedsport,1,1,64.32
NY,Rego Park,1,1,49.97
SC,Reidville,1,2,44.65
MD,Reisterstown,1,3,34.97
SC,Rembert,1,5,47.72
MN,Remer,1,1,59.27
AL,Remlap,1,3,39.94
NV,Reno,1,32,53.26
WA,Renton,1,17,33.48
MO,Republic,1,3,42.83
WA,Republic,1,1,79.97
MA,Revere,1,14,47.22
OH,Reynoldsburg,1,5,44.64
NY,Rhinebeck,1,5,51.43
CA,Rialto,1,5,54.39
MN,Rice,1,1,29.62
GA,Riceboro,1,1,30.0
TX,Richardson,1,5,44.78
SC,Richburg,1,9,53.14
OH,Richfield,1,3,29.63
WI,Richfield,1,1,15.0
NC,Richlands,1,2,180.0
CA,Richmond,1,54,29.07
MN,Richmond,1,1,59.73
VA,Richmond,1,1512,46.92
GA,Richmond Hill,1,2,45.0
OR,Rickreall,1,1,34.97
NY,Ridge,1,1,43.42
SC,Ridge Spring,1,1,29.27
NJ,Ridgefield Park,1,1,34.97
SC,Ridgeland,1,15,54.17
SC,Ridgeville,1,14,54.76
SC,Ridgeway,1,11,48.62
VA,Ridgeway,1,1,97.9
NY,Ridgewood,1,1,29.92
PA,Ridgway,1,1,28.92
NC,Riegelwood,1,2,3060.0
GA,Rincon,1,1,28.85
NH,Rindge,1,2,37.45
GA,Ringgold,1,1,46.53
CA,Rio Linda,1,8,38.56
CA,Rio Vista,1,11,32.98
NY,Ripley,1,2,60.0
CA,Ripon,1,17,32.78
OH,Rittman,1,1,59.03
CA,Riverdale,1,10,38.46
IL,Riverdale,1,2,37.32
MD,Riverdale,1,4,24.57
NY,Riverhead,1,4,53.48
AL,Riverside,1,1,59.0
CA,Riverside,1,48,41.8
MO,Riverside,1,1,29.18
NJ,Riverton,1,1,30.0
UT,Riverton,1,2,45.0
FL,Riverview,1,63,56.16
FL,Riviera Beach,1,2,60.0
TX,Roanoke,1,2,29.48
VA,Roanoke,1,3,21.66
NC,Roanoke Rapids,1,2,229.4
PA,Roaring Branch,1,1,43.95
IL,Robbins,1,1,15.0
TX,Robstown,1,1,60.72
NE,Roca,1,1,41.75
MA,Rochester,1,3,54.42
MN,Rochester,1,2,38.45
NY,Rochester,1,129,82.1
WA,Rochester,1,2,15.0
SC,Rock Hill,1,42,46.93
WA,Rock Island,1,1,42.58
OH,Rockbridge,1,1,29.75
IL,Rockford,1,2,37.74
MI,Rockford,1,9,45.86
MN,Rockford,1,1,45.55
NC,Rockingham,1,2,74.73
MA,Rockland,1,43,45.92
FL,Rockledge,1,22,32.53
CA,Rocklin,1,19,38.7
MD,Rockville,1,12,39.02
VA,Rockville,1,10,21.99
NY,Rockville Centre,1,1,30.0
TX,Rockwall,1,2,37.77
NC,Rockwell,1,1,44.93
CT,Rocky Hill,1,1,29.27
NC,Rocky Mount,1,3,120.0
VA,Rocky Mount,1,1,15.0
FL,Rocky Point,1,5,21.0
NC,Rocky Point,1,1,180.0
NY,Rocky Point,1,1,29.5
MD,Rocky Ridge,1,1,60.15
OH,Rocky River,1,2,15.0
CA,Rodeo,1,18,30.14
LA,Rodessa,1,2,37.16
SC,Roebuck,1,28,51.42
AR,Rogers,1,1,29.53
MN,Rogers,1,1,81.43
MO,Rogersville,1,1,84.55
CA,Rohnert Park,1,28,24.32
NC,Rolesville,1,4,46.35
IL,Rolling Meadows,1,4,19.99
GA,Rome,1,1,59.65
NY,Rome,1,2,77.49
IL,Romeoville,1,1,45.0
MI,Romulus,1,2,37.38
NY,Ronkonkoma,1,7,99.59
PA,Ronks,1,6,57.69
NY,Roosevelt,1,15,37.33
UT,Roosevelt,1,1,44.55
CA,Rosamond,1,2,29.8
MD,Rosedale,1,2,60.57
NY,Rosedale,1,1,30.0
IL,Roselle,1,16,32.89
CA,Rosemead,1,1,65.65
MN,Rosemount,1,2,52.2
CA,Roseville,1,38,34.76
MI,Roseville,1,3,26.65
TX,Rosharon,1,1,45.0
MA,Roslindale,1,12,46.13
NY,Roslyn Heights,1,5,40.81
GA,Roswell,1,3,39.79
FL,Rotonda West,1,1,58.97
CA,Rough And Ready,1,2,51.64
VA,Round Hill,1,3,45.62
IL,Round Lake,1,10,45.28
NY,Round Lake,1,1,60.0
IL,Round Lake Beach,1,1,29.53
TX,Round Mountain,1,1,64.13
SC,Round O,1,5,38.73
TX,Round Rock,1,18,48.26
NC,Rowland,1,3,109.89
CA,Rowland Heights,1,18,47.13
TX,Rowlett,1,1,29.87
MA,Roxbury,1,13,43.97
MA,Roxbury Crossing,1,5,56.95
UT,Roy,1,4,65.35
MI,Royal Oak,1,1,30.0
CA,Royal Oaks,1,17,43.65
FL,Royal Palm Beach,1,1,29.58
MN,Royalton,1,1,29.72
PA,Royersford,1,16,40.42
SC,Ruffin,1,4,48.63
CA,Running Springs,1,2,79.97
NC,Rural Hall,1,1,120.0
NY,Rush,1,3,122.39
UT,Rush Valley,1,1,44.18
MN,Rushford,1,1,48.57
FL,Ruskin,1,30,44.41
VA,Ruther Glen,1,2,15.0
NC,Rutherfordton,1,1,177.0
NY,Rye,1,28,27.2
TX,Sachse,1,1,45.63
CA,Sacramento,1,746,28.92
FL,Safety Harbor,1,2,59.3
MA,Sagamore,1,1,29.1
MN,Saginaw,1,1,29.62
CO,Saguache,1,1,60.13
LA,Saint Amant,1,4,19.99
MN,Saint Augusta,1,1,59.42
FL,Saint Augustine,1,21,29.3
MN,Saint Charles,1,2,60.36
MO,Saint Charles,1,5,23.23
MI,Saint Clair Shores,1,2,29.3
FL,Saint Cloud,1,6,28.2
MN,Saint Cloud,1,6,44.78
LA,Saint Francisville,1,3,36.66
SC,Saint George,1,6,47.28
CA,Saint Helena,1,11,43.62
SC,Saint Helena Island,1,2,44.81
OR,Saint Helens,1,1,29.63
NY,Saint James,1,2,64.97
FL,Saint Johns,1,1,30.0
MO,Saint Joseph,1,1,29.57
MO,Saint Louis,1,69,38.2
SC,Saint Matthews,1,3,59.78
MN,Saint Michael,1,2,59.58
MN,Saint Paul,1,61,39.73
OR,Saint Paul,1,1,15.0
NC,Saint Pauls,1,10,153.09
MN,Saint Peter,1,2,36.56
MO,Saint Peters,1,2,15.0
FL,Saint Petersburg,1,223,37.27
SC,Saint Stephen,1,1,65.57
TN,Sale Creek,1,2,29.89
CT,Salem,1,1,46.82
NH,Salem,1,1,29.27
OH,Salem,1,1,58.75
OR,Salem,1,56,20.09
SC,Salem,1,10,51.12
VA,Salem,1,2,15.0
CA,Salida,1,18,22.15
CA,Salinas,1,116,39.36
MI,Saline,1,1,29.67
MA,Salisbury,1,1,45.18
NC,Salisbury,1,9,119.79
PA,Salisbury,1,1,225.87
SC,Salley,1,1,119.6
UT,Salt Lake City,1,173,46.5
SC,Salters,1,6,57.68
NC,Saluda,1,6,82.83
SC,Saluda,1,13,49.26
VA,Saluda,1,1,89.42
CA,Salyer,1,1,45.13
WA,Sammamish,1,1,30.0
CA,San Andreas,1,2,15.0
FL,San Antonio,1,22,47.08
TX,San Antonio,1,301,42.8
CA,San Ardo,1,4,54.06
CA,San Bernardino,1,37,50.04
CA,San Bruno,1,33,20.73
CA,San Carlos,1,19,29.97
CA,San Clemente,1,3,49.9
CA,San Diego,1,116,47.67
CA,San Dimas,1,5,42.85
CA,San Fernando,1,2,29.56
CA,San Francisco,1,226,24.04
CA,San Gabriel,1,1,29.68
CA,San Gregorio,1,6,22.67
CA,San Jose,1,569,27.71
CA,San Juan Bautista,1,17,34.52
CA,San Juan Capistrano,1,1,59.43
CA,San Leandro,1,94,28.91
CA,San Lorenzo,1,39,33.16
CA,San Luis Obispo,1,7,47.33
CA,San Marcos,1,8,41.11
CA,San Martin,1,9,45.61
CA,San Mateo,1,73,29.3
CA,San Miguel,1,2,44.83
CA,San Pablo,1,19,40.33
CA,San Pedro,1,4,45.1
CA,San Quentin,1,9,18.2
CA,San Rafael,1,70,29.41
CA,San Ramon,1,25,28.28
CA,San Simeon,1,2,73.44
AZ,San Tan Valley,1,1,45.0
CA,San Ysidro,1,1,43.28
NY,Sanborn,1,4,41.01
NH,Sanbornton,1,1,29.83
NH,Sanbornville,1,1,60.45
OK,Sand Springs,1,5,50.21
FL,Sanderson,1,4,15.0
NH,Sandown,1,1,59.57
VA,Sandston,1,31,34.89
IL,Sandwich,1,1,29.77
MA,Sandwich,1,6,57.71
OR,Sandy,1,4,15.0
UT,Sandy,1,8,48.84
OH,Sandyville,1,1,29.53
FL,Sanford,1,31,27.01
NC,Sanford,1,3,160.0
CA,Sanger,1,17,29.9
CA,Santa Ana,1,20,44.9
CA,Santa Barbara,1,20,49.98
CA,Santa Clara,1,7,53.19
CA,Santa Clarita,1,6,57.35
CA,Santa Cruz,1,32,55.78
NM,Santa Fe,1,1,46.23
CA,Santa Fe Springs,1,7,35.99
CA,Santa Margarita,1,1,44.6
CA,Santa Maria,1,23,49.85
CA,Santa Monica,1,4,40.92
CA,Santa Paula,1,6,62.14
CA,Santa Rosa,1,193,31.21
FL,Santa Rosa Beach,1,1,29.58
CA,Santa Ynez,1,1,47.38
UT,Santaquin,1,1,45.0
SC,Santee,1,5,50.8
NC,Sapphire,1,3,70.41
OK,Sapulpa,1,1,74.05
FL,Sarasota,1,139,56.5
CA,Saratoga,1,6,48.5
NY,Saratoga Springs,1,6,60.0
OH,Sardinia,1,1,15.0
FL,Satellite Beach,1,3,31.66
FL,Satsuma,1,3,41.85
NY,Saugerties,1,5,56.8
MA,Saugus,1,10,37.21
MN,Sauk Rapids,1,5,47.55
CA,Sausalito,1,20,27.21
MN,Savage,1,3,34.07
GA,Savannah,1,43,39.87
MN,Scandia,1,1,99.82
OR,Scappoose,1,1,15.0
NY,Scarsdale,1,4,26.19
IL,Schaumburg,1,5,41.22
NY,Schenectady,1,17,56.15
IL,Schiller Park,1,1,107.97
NY,Schuylerville,1,2,60.0
PA,Schwenksville,1,7,45.93
MA,Scituate,1,1,75.52
LA,Scott,1,25,46.19
CA,Scotts Valley,1,3,39.68
AZ,Scottsdale,1,246,51.48
NY,Scottsville,1,1,29.53
PA,Scranton,1,1,30.0
SC,Scranton,1,7,48.98
SC,Seabrook,1,4,56.06
NY,Seaford,1,2,82.62
CA,Seal Beach,1,4,32.94
CA,Seaside,1,9,41.75
OR,Seaside,1,2,24.98
WA,Seatac,1,2,37.24
WA,Seattle,1,371,35.59
FL,Sebastian,1,43,32.41
CA,Sebastopol,1,25,37.85
FL,Sebring,1,4,63.99
NJ,Secaucus,1,1,29.48
AZ,Sedona,1,1,29.28
WA,Sedro Woolley,1,1,30.0
MA,Seekonk,1,2,60.0
FL,Seffner,1,36,57.77
PA,Selinsgrove,1,4,54.47
NY,Selkirk,1,5,60.0
SC,Sellers,1,2,44.74
PA,Sellersville,1,2,41.25
AZ,Sells,1,1,106.23
CA,Selma,1,25,27.35
NC,Selma,1,10,134.8
FL,Seminole,1,31,43.93
AL,Semmes,1,2,29.39
SC,Seneca,1,104,45.45
OH,Seven Hills,1,1,34.97
PA,Seven Valleys,1,1,49.52
MD,Severn,1,3,45.27
MD,Severna Park,1,3,44.7
TN,Sevierville,1,1,29.18
OH,Seville,1,1,74.27
NJ,Sewell,1,2,29.93
PA,Sewickley,1,3,40.64
CT,Seymour,1,1,74.67
IN,Seymour,1,1,60.0
MN,Shafer,1,1,61.18
CA,Shafter,1,1,76.17
MA,Sharon,1,9,48.25
SC,Sharon,1,3,30.11
GA,Sharpsburg,1,1,60.0
CA,Shaver Lake,1,2,60.19
KS,Shawnee,1,5,43.64
OH,Sheffield Village,1,1,15.0
IA,Shelby,1,2,36.98
NC,Shelby,1,1,29.67
MI,Shelby Township,1,1,30.0
WA,Shelton,1,2,52.7
MI,Shepherd,1,1,28.57
MA,Sherborn,1,1,59.72
CA,Sheridan,1,3,44.79
IN,Sheridan,1,1,29.83
CA,Sherman Oaks,1,8,37.18
OR,Sherwood,1,7,15.0
GA,Shiloh,1,1,59.78
CA,Shingle Springs,1,11,43.96
PA,Shippensburg,1,4,71.43
NY,Shirley,1,5,80.31
NY,Shoreham,1,1,132.82
WA,Shoreline,1,1,34.97
IL,Shorewood,1,4,18.75
NY,Shortsville,1,1,61.37
AZ,Show Low,1,1,75.68
LA,Shreveport,1,86,41.74
MA,Shrewsbury,1,4,32.48
PA,Shrewsbury,1,1,66.5
NJ,Sicklerville,1,1,29.78
CA,Sierra City,1,1,47.73
CA,Signal Hill,1,1,60.0
TN,Signal Mountain,1,1,29.72
NC,Siler City,1,1,120.0
NY,Silver Creek,1,4,60.0
KY,Silver Grove,1,1,46.05
CO,Silver Plume,1,2,120.0
MD,Silver Spring,1,38,27.72
FL,Silver Springs,1,3,54.79
NV,Silver Springs,1,1,105.85
CA,Silverado,1,3,50.11
WA,Silverdale,1,1,29.82
SC,Silverstreet,1,2,69.95
CA,Simi Valley,1,6,45.19
SC,Simpsonville,1,195,46.7
NC,Sims,1,1,784.73
CT,Simsbury,1,1,29.85
SC,Six Mile,1,10,59.85
IL,Skokie,1,4,44.71
LA,Slaughter,1,2,37.33
LA,Slidell,1,4,30.0
CA,Sloughhouse,1,3,48.31
CA,Smartsville,1,1,45.73
NC,Smithfield,1,2,180.0
NY,Smithtown,1,3,47.11
OK,Smithville,1,1,29.38
DE,Smyrna,1,1,29.58
GA,Smyrna,1,11,35.23
SC,Smyrna,1,1,44.77
TN,Smyrna,1,4,44.64
GA,Snellville,1,4,33.58
WA,Snohomish,1,3,56.58
WA,Snoqualmie,1,1,49.97
UT,Snowville,1,1,53.48
GA,Social Circle,1,3,34.96
SC,Society Hill,1,3,44.74
TX,Socorro,1,6,48.33
CA,Solana Beach,1,1,71.4
CA,Soledad,1,9,40.26
OH,Solon,1,8,33.71
CA,Solvang,1,2,44.58
NY,Somers,1,3,44.95
NJ,Somers Point,1,3,36.66
OH,Somerset,1,1,29.82
PA,Somerset,1,6,40.51
AL,Somerville,1,4,36.86
MA,Somerville,1,11,52.2
CA,Somis,1,1,63.77
CA,Sonoma,1,44,33.88
CA,Sonora,1,5,38.94
FL,Sopchoppy,1,1,51.57
CA,Soquel,1,5,53.17
FL,Sorrento,1,5,39.76
LA,Sorrento,1,2,30.0
PA,Souderton,1,8,42.68
FL,South Bay,1,3,48.39
IN,South Bend,1,8,31.69
MA,South Boston,1,12,47.88
MA,South Chatham,1,1,29.65
VA,South Chesterfield,1,15,90.69
MA,South Dennis,1,1,45.43
CA,South El Monte,1,6,58.15
IL,South Elgin,1,2,37.09
CA,South Gate,1,1,47.13
TX,South Houston,1,1,75.77
UT,South Jordan,1,18,41.72
MI,South Lyon,1,1,45.0
WI,South Milwaukee,1,1,49.97
NY,South Ozone Park,1,5,30.0
CA,South Pasadena,1,3,54.56
MN,South Saint Paul,1,4,42.55
UT,South Salt Lake,1,1,45.0
CA,South San Francisco,1,20,26.92
NY,South Setauket,1,2,45.0
MA,South Weymouth,1,2,52.28
MA,South Yarmouth,1,5,43.05
NJ,Southampton,1,1,117.42
MS,Southaven,1,5,37.65
MA,Southborough,1,1,60.88
MA,Southbridge,1,1,29.78
MI,Southfield,1,5,35.71
CT,Southington,1,1,60.0
OH,Southington,1,2,37.35
TX,Southlake,1,2,29.73
MA,Southwick,1,1,59.47
WA,Spanaway,1,2,39.83
UT,Spanish Fork,1,10,41.61
NV,Sparks,1,23,61.42
MD,Sparks Glencoe,1,1,30.0
MD,Sparrows Point,1,1,29.67
MI,Sparta,1,4,36.82
SC,Spartanburg,1,396,47.69
MA,Spencer,1,1,74.97
OH,Spencer,1,1,34.97
OK,Spencer,1,5,45.76
NY,Spencerport,1,6,124.51
MN,Spicer,1,1,29.03
TX,Spicewood,1,2,44.73
TX,Splendora,1,2,52.2
NH,Spofford,1,1,29.87
WA,Spokane,1,53,39.81
WA,Spokane Valley,1,3,34.67
NY,Sprakers,1,5,60.0
TX,Spring,1,18,41.24
PA,Spring City,1,3,53.32
NV,Spring Creek,1,2,44.63
IL,Spring Grove,1,4,45.25
PA,Spring Grove,1,6,57.23
FL,Spring Hill,1,60,52.16
NC,Spring Hope,1,1,28.18
PA,Spring House,1,1,29.68
MI,Spring Lake,1,3,39.28
PA,Spring Mills,1,1,65.05
PA,Spring Run,1,4,72.49
CA,Spring Valley,1,2,29.76
NY,Spring Valley,1,1,40.23
OH,Spring Valley,1,1,29.75
OH,Springboro,1,2,70.38
AR,Springdale,1,2,33.91
MA,Springfield,1,3,60.71
MO,Springfield,1,34,45.41
OH,Springfield,1,2,29.09
OR,Springfield,1,1,64.92
PA,Springfield,1,3,115.17
SC,Springfield,1,2,44.78
TN,Springfield,1,2,45.0
VA,Springfield,1,11,34.43
TX,Springtown,1,1,45.0
AL,Springville,1,1,29.28
UT,Springville,1,6,41.92
UT,Springville-Mapleton,1,1,58.82
CA,Squaw Valley,1,1,29.77
FL,St Augustine,1,4,51.69
FL,St Cloud,1,1,74.02
